Subject_new,body_clean,topic_embed,topic_label,manual_label
Nov dec central pls,guess helps attach file pl forwarded phillip m lovehouect pm phillip m love pm mark c austinaacorpenronenron cc subject nov dec central pls attached file daily figures central central total page tie gave week highlighted days month highest absolute value change attached days pl sheets review information let know type detailed support need,0,Meeting Feedback,Support / Technical Issue
Global Management in Asia,michael yang chairman board cofounder netgeo talk technology entrepreneurship silicon valley global perspective datetime february thtue pm pm place c class open students subject availability michael yangchairman board cofounder michael chairman board cofounder netgeov prior net geo michael cofounded mysimon april served president ceo april january chairman board january february mysimon selected time digital ecommerce sites raised m venture capital successfully acquired cnet m january worldleader online comparison shopping michael held technical executive positions silicon valley hightech companies including xerox palo alto research center intergraph corp samsung electronics corp jazz multimedia michael holds bs degr ee electrical engineering computer science uc berkeley mba fro haas school business ms computer science columbia university michael member president george w bushs advisory council michael serves board trustees handong university korea board ejigsaw hightechnology startup ventu silicon valley,0,Meeting Feedback,Support / Technical Issue
Assistant TraderTrading support,kate need trading support role settlements role time weekend consider helpful desk collecting pertinent weather information transmission derates dayahead prices congestion historical spreads let know monday tuesday time good weekend,0,Meeting Feedback,Support / Technical Issue
Customs issue,got voicemail rob walls looking,0,Meeting Feedback,Support / Technical Issue
Chairman Tauzin on Negawatts,todays washington post contains favorable comment negawatts attributed house energy commerce committee chairman tauzin following efforts yesterday chairman staff directly consultants post article reads coming months tauzin said congress steps allow consumers sell power local energy grids course continue push version concept keeps process open multiple buyers sellers just local utility article dovetails information directly chairman tauzin chairman barton continue push demand buydown proposal working shore support committee face opposition usual suspects,0,Meeting Feedback,Support / Technical Issue
Black Marlin,taken care let know need anythign original message schumack sherlyn sent friday september pm olsen michael cc farmer daren j subject fw black marlin chance look original message schumack sherlyn sent friday september pm olsen michael cc farmer daren j subject black marlin mike pathed deal production months january february deal expired late pathing caused bridgeback error january february ole object picture metafile,0,Meeting Feedback,Support / Technical Issue
Deal Feb,actuals allocated new ticket nomd tracked balanced d thu nguyen pm daren j farmerhouectect cc howard b camphouectect subject deal feb daren deals told zero unfortunately allocate pgev sherlyn actualized pgev support pipeline volume let know missed conversation,0,Meeting Feedback,Support / Technical Issue
BNSF,louie soldano called dave sinclair gpg row ability negotiate favorable right way deal bnsf railroad daves experience nonstarter apparently bunch utilities including dave formed coalition try figure railroads cooperative rr owns row outright old railroads west able condemn easement getting ferc certificate words rr treated just like landowner did dave thinks bnsf treat declaration war lines cross parallel bnsf right way place topock duluth foolish swore sinclair secrecy told world interested thought probably stitch private row pain rr option doesnt pan want suggest tino dennis row people handle assuming come magic contact rr propose appropriate time tell dennis tino miles row flagged potential problem enron help resolve decide forward bnsf issue dont think specific dos specific comeback date dennis tino guys think happen df,0,Meeting Feedback,Support / Technical Issue
Visit,forwarded bert meyerspdxect kalman gaizler kgaizlersempratradingcom bertmeyersenroncom bertmeyersenroncom cc subject visit hi bert arriving portland thursday th staying westin portland sw alder st like stop enron office thursday afternoon pm meet enron crew appreciate help organizing outing thursday evening outing favorite restaurant whatsoever event nearby hope colleagues able join thursday th guests email directions office regards ken gaizler sempratrading realtime desk email contains privileged attorneyclient communications andor confidential information use intended recipient receipt unintended recipient does constitute waiver applicable privilege reading disclosure discussion dissemination distribution copying information intended recipient employees agents strictly prohibited received communication error immediately notify delete original material computer sempra energy trading corp set company sdge socalgas utilities owned sets parent company set regulated california public utilities commission buy sets products services continue receive quality regulated service utilities,0,Meeting Feedback,Support / Technical Issue
FW Riskmantra vs EGM,problems keeping trades weve figured just original message mulvany patrick sent tuesday october pm jones tana cc anderson diane bradford william s brackett debbie r subject riskmantra vs egm tana deals purely storage used tagg capture value storing physical gas pat ryder risk management deals told used value confirmed issue simply change status confirmed status egm problem pat said,0,Meeting Feedback,Support / Technical Issue
CAISO Notice Extension for Response to CPUC Subpoena Response to EOB Subpoena,market participants scheduling coordinators iso obtained extension time comply cpuc subpoena received fax yesterday evening hard copy morning copy subpoena posted web site tomorrow iso required respond friday july cpuc considering requests confidential treatment accordance iso tariff market participants discretion cost steps obtain confidential treatment data inform iso iso comply responsibility support efforts questions matter directed jeanne sole iso did respond eob subpoena today jeanne m sol regulatory counsel california iso foregoing email communication attachments thereto intended designated recipients terms confidential protected attorneyclient privilege applicable privileges unauthorized use dissemination distribution reproduction message strictly prohibited,0,Meeting Feedback,Support / Technical Issue
Williams Energy News Live todays video newscast,dear eric energy secretary spencer abraham recommending president government open yucca mountain facility neva da store nations highlevel nuclear waste friday wash ington bureau reaction abrahams decision yucc project goes friday bring comments interviews federal energy regulatory commission members william m assey nora mead brownell commissioners look wh ats store ferc upcoming year white house faces greater number questions thursday regarding enrons collapse department justice announced start criminal investigation andersen employees admitted shredding enron documents abre ast situation washington friday federal judges decision enron bankruptcy case pending continue brin g reaction enrons plight updates status case exenron employees investors filing suit ener gy giant houston bureau friday fleming associates attorney g sean jez join discuss petition firm recently filed newest charges include fraud civil conspiracy negligence catch jez interview et newscast tomorrow west coast correspondent kym mcnicholas traveled san onofre nuclear generating station thursday bring latest investigation fo rmer plant employee allegedly threatened supervisors san onofre p lant official spoke kym heightened state security friday bring discussion british petroleum spokesman ron nie chappell talk friday hell discuss bps plans scal e operations alaska join pm et newscas t chappell interview closing prices thursday jan crude bbl unleaded gallon heating oil gallon gas mmbtu fwd uefeb mmbtu mind things subject change moments notice occasionally guests reschedule change time slots continue best updated future interviews event s sure watch newscasts business day pm et hour jay rickerts energynewslivecom anchor view todays energy wrap vi deo windows media player k k k real player k k k requires windows media player real player experience williams energy news live offer receiving letter time wish continue subscribe stop receivin g letter unsubscribe having trouble receiving email let know williams weekdays ampm cst comments suggestions let know willi ams weekdays ampm cst copyright williams energy news live llc rights reserved,0,Meeting Feedback,Support / Technical Issue
Mtg wTom Gros Stephen Shenton Technical Writer in EBS California New Commodity Opportunity EB B,shenton cell office address owens drive pleasantion ca alt cell collegues cell terry,0,Meeting Feedback,Support / Technical Issue
Start Date HourAhead hour CODESITE,start date hourahead hour ancillary schedules awarded variances detected log messages parsing file oportlandwestdeskcalifornia schedulingiso final schedulestxt error dbcapspmidata perform operation closed database,3,Power / Energy California Market,Support / Technical Issue
Revised Price Cap Media Draft,jeff ill working pr activities issue ive revisions draft approaches messages lets discuss later morning,0,Meeting Feedback,Support / Technical Issue
,information contained email message accompanying documents subject attorneyclient privilege andor attorney work product rule confidential business information intended use individual entity named reader message intended recipient representative recipient notified dissemination communication strictly prohibited received communication error notify systems administrator adminpknscom immediately delete message received spooquiknetcom pknscom thu received qmail invoked network received fodslquiknetcom helo govadvcom spooquiknetcom smtp messageid bdfagovadvcom date thu scott govenar sgovenargovadvcom organization governmental advocates xmailer mozilla win u xacceptlanguage en mimeversion mlkpknscom subject contenttype multipartmixed boundaryebcdaffcbffad rules scheduled meet monday xmozillastatus messageid bcbbagovadvcom date wed scott govenar sgovenargovadvcom organization governmental advocates xmailer mozilla win u xacceptlanguage en mimeversion mlkpknfcom subject contenttype multipartmixed boundarydbfaefbfdfe sandi asked send contenttransferencoding bit xmozillastatus messageid beaagovadvcom date wed scott govenar sgovenargovadvcom organization governmental advocates xmailer mozilla win u xacceptlanguage en mimeversion hedy govenar hgovenargovadvcom mike day mdaygmssrcom bev hansen bhansenlhomcom jeff dasovich jdasovicenroncom susan j mara smaraenroncom paul kaufman paulkaufmanenroncom michael mcdonald michaelmcdonaldenroncom sandra mccubbin sandramccubbinenroncom rick shapiro rshapiroenroncom jim steffes jamesdsteffesenroncom alan comnes acomnesenroncom steven kean stevenjkeanenroncom karen denne kdenneenroncom harrykingerskienroncom harrykingerskienroncom leslie lawner leslielawnerenroncom robert frank rfrankenroncom ken smith kenkdscommunicationscom janel guerrero janelguerreroenroncom miyung buster miyungbusterenroncom jennifer thome jenniferthomeenroncom eric letke eletkeenroncom mary schoen maryschoenenroncom david leboe davidleboeenroncom ban sharma bansharmaenroncom subject senate rules contenttype textplain charsetusascii senate rules committee going following items later today senator dunn chair select committee investigate price manipulation wholesale energy market request authorization issue subpoenas documents fully described attachments following energy entities reliant energy dynegy energy services williams energy enron corporation nrg energy duke energy mirant aes corporation senator dunn chair select committee investigate price manipulation wholesale energy market request authorization issue subpoenas documents fully described attachments federal energy regulatory commission ferc,0,Meeting Feedback,Support / Technical Issue
Books,discussion week sally review closing books occurs night reference issue approximately books closed easily ones require miracles goal better understand issues commodity andor business unit level,0,Meeting Feedback,Support / Technical Issue
Tom Glanvilles Transcript,forwarded richard b sandershouect pm showardagskcom pm richardbsandersenroncom cc wcpquinnemanuelcom subject tom glanvilles transcript attached alschuler grossman stein kahan llp attorneys law  century park east thirtyninth floor los angeles ca tel fax transmission intended use addressee contain information privileged confidential exempt disclosure applicable law intended recipient employee agent responsible delivering message intended recipient notified dissemination distribution copying communication strictly prohibited received communication error notify immediately email postmasteragskcom telephone thank nsncftxt,0,Meeting Feedback,Support / Technical Issue
plant availability for the month of Sept,super job great comeback joe sanjay bhatnagar pm wade clineenrondevelopmentenrondevelopment cc v s ramanenrondevelopmentenrondevelopment neil mcgregorenrondevelopmentenrondevelopment jimmy mogalenrondevelopmentenrondevelopment johan zaaymanenrondevelopmentenrondevelopment joseph w suttonenrondevelopmentenrondevelopment subject plant availability month sept jimmy want achievement highlighted issue enron business enron india wade cline v s ramanenrondevelopmentenrondevelopment cc sanjay bhatnagarenrondevelopmentenrondevelopment subject plant availability month sept raman outstanding news folks opo setting high standards little surprises anymore forward opo team let know sanjay happy great news availability really appreciate hard efforts entire team families make happen look forward travelling dabhol soon congratulating team person congratulations wade,0,Meeting Feedback,Support / Technical Issue
CA Price cap,neil really plugged issue focusing running west delivery curve development ca retail new systems development sue jeff better intuitions roger neil bresnan roger yangsfoeesees cc subject ca price cap roger second think issue end currently october np trading dont want buy chance price cap id like discuss cost short assume expost replacement total,0,Meeting Feedback,Support / Technical Issue
DJ US Energy Secretary Warns Pwr Producers In West On Prices,forwarded mark guzmanpdxect pm carla hoffman pm tim beldenhouectect robert badeerhouectect jeff richterhouectect phillip platterhouectect mike swerzbinhouectect diana scholteshouectect sean crandallpdxectect matt motleypdxectect mark guzmanpdxectect tom alonsopdxectect mark fischerpdxectect cc subject dj energy secretary warns pwr producers west prices forwarded carla hoffmanpdxect pm enron capital trade resources corp pergher gunther guntherpergherdowjonescom undisclosedrecipients cc subject dj energy secretary warns pwr producers west prices gmt december dj energy secretary warns pwr producers west prices washington dow jonesas californias electricity teeters brink collapse energy secretary richardson warned power producers attempt advantage powersupply crisis concerned condition power markets west electricity supplies parts region tight prices charged wholesale power region continue spiral control richardson said press release late monday richardson urged power providers attempt advantage crisis price gouging specific knowledge activities important generators located region canada mexico understand administration wont tolerate actions designed advantage situation richardson said energy secretary criticized decision kaiser aluminum corp klu shut aluminum smelter pacific northwest receives lowcost power bonneville power administration resell power open markets profit million instructed bonneville explore necessary actions prevent kaiser remarketing power richardson said bryan lee dow jones newswires bryanleedowjonescom end dow jones newswires gmt copyright c dow jones company gnther pergher senior analyst dow jones company tel fax information transmitted intended person entity addressed contain confidential andor privileged material review retransmission dissemination use taking action reliance information persons entities intended recipient prohibited received error contact sender delete material computer,0,Meeting Feedback,Support / Technical Issue
To lighten up your day,hi just came following discussion economics provides interesting insight economic philosophies explained terms cows socialism cows neighbor communism cows government takes gives milk fascism cows government takes sells milk capitalism cows sell buy bull bureaucracy cows government takes shoots milks pays milk pours drain corporate cows downsize require produce milk cows act surprised falls dead democracy cows taxed point sell government support man foreign country cow gift country hope enjoyed inja chun,0,Meeting Feedback,Support / Technical Issue
Merger of NationsBank and Bank of America Enron Corp,fyi just sent paralegals yall like know molly forwarded tana joneshouect pm william s bradford pm tana joneshouectect cc subject merger nationsbank bank america enron corp molly mathes new director credit responsible helping support collateral activity online trading vp merrill lynch ny prior enron enron capital trade resources corp tana jones pm william s bradfordhouectect cc subject merger nationsbank bank america enron corp molly matheso,0,Meeting Feedback,Support / Technical Issue
Animals In Action,wilma perverted idea gave butterflies stomach wanted suck sexcrazed beasts huge cock favorite fantasy tempting resist continuedclick enter removed house mailing list click automatically removed future mailings received email requesting information sites used email address received email error accept apologies,0,Meeting Feedback,Support / Technical Issue
Thanks,gas daily basis issue worked desk monthly basis desk making markets gd basis term index point creates nice market term gd index let know guys like cover gd basis real opportunity gd basis socal monthly index unreliable mike,0,Meeting Feedback,Support / Technical Issue
Take This Job and Shovel It,read pge making methane manure issue ebiz issue enrons quarter earnings overview online energy trading reach trillion tom white secretary army uk offshore wind farm pge sale terminates fuel cell works little bit poetry latest ebiz homeenroncom click publications click ebiz ebiz april,0,Meeting Feedback,Support / Technical Issue
Updates ETS and Corporate Change Control,following additions weeks corporate changes mar pm corporate messaging team nahoumsmbxv storage group database xsgaprivxsga offline run defrag database maintenance result total outage users mail resides box hottap help desk verified staff working saturday affected outage support systems use outlook problem job notifications need verify service interrupted contact cyndi wulfson message team mar pm corporate server team replace primary nic nahoubpmsp maintenance cause total outage corporate sysadmiral production batch scheduling ets solution center houston ets solution center omaha,0,Meeting Feedback,Support / Technical Issue
part leadership model,steve attached leadership model used pcec evaluate partner candidates document lists representative descriptions performance level key dimensions client leadership people leadership thought leadership entrepreneurship professional values attached file leadership modelfall doc message contain confidential andor privileged information addressee authorized receive addressee use copy disclose action based message information received message error advise sender immediately reply email delete message thank cooperation leadership modelfall doc,0,Meeting Feedback,Support / Technical Issue
Thank you for using registercom,dear louise thank using registercom submit citigroupenergycom registration host helpful registercom tools services come citigroupenergycom advantage following additional charge page web site firststepsitetm tool  personalized email account  url forwarding firststepportaltm  superior customer support hours day days week submit inquiries  addition registercom pleased offer valuable services help extend online presence promote site submit web site search engines automatically easy site submit service today  distinguish brand new specialized domain extensions allow enhance internet presence indicating organizations specialty example citigroupenergybiz identify small business citigroupenergyinfo distinguish informational site pro biz info  global register domain names foreign language character sets including japanese chinese french german spanish languages  register protect registercom help protect com net org saferenewtm automatic domain renewal service notify expiration date attempt automatically renew oneyear term make sure billing information date need valid credit card record advantage service renew automatically charge credit card file current renewal price information renewing domain disable saferenew service  questions comments visit  submit comments  thank using registercom step webtm best wishes david hirschler general manager vice president retail division registercom ,0,Meeting Feedback,Support / Technical Issue
In re FJ Representation,care taken constitutes acceptable waiver letter broad gives way able sides matter work unacceptable original message davis britt sent wednesday november pm holsworth mark haedicke mark e vote robert armogida jim bushman teresa g cheek charles subject fw fj representation fyi britt original message derrick jr james sent wednesday november pm davis britt subject fj representation support suggestiion original message davis britt sent wednesday november pm derrick jr james cc holsworth mark armogida jim bushman teresa g haedicke mark e vote robert subject fj representation importance high spoken following people doing diligence theresa bushman theresa tells shares view mariners gc helpful fj continue represent mariner time given fjs knowledge mariners corporate history theresa mischaracterized told respond kelly zelacovitz mariners gc kelly advised recently new corporate matter urgency wants retain fj handle subject approval kelly told contacting prof john dzienkowski university school law john given informal thoughts telephone ethical issues based hypotheticals presented course taken recommendations nutshell john thinks problematic law firm unilaterally withdraw representation corporate client solely able business potentially adverse client future john thinks appropriate ask disgorgement fees paid circumstances uriel dutton dutton says appropriate waiver letter fj willing continue representation enron enron subsidiaries including mariner proposed new mariner matter conditioned following fj continue represent corp ip matters nonprovisional patent application dutton specific believe fj lists method determination var b fj continue represent corp abestosis matters order try corp dismissed understanding dismissal available new representation obtained corp trial c dutton sending draft proposed waiver letter consideration told dutton anticipated getting matter early week dutton office week reachable cell phone proposed going forward strategy chuck suggest acceptable waiver letter fashioned proceed proposal offered fj invite comments britt,0,Meeting Feedback,Support / Technical Issue
The Original Advantage e,read email click issue e provantage customer jeffdasovichenroncom unsubscribe original advantage click reply email products professional advantage usb port hub linksys ready run right box port hub lets access usb devices simultaneously computers usb port allowing gigaset base station siemens complete cordless communication home small business add cordless handsets time need total gb flipdisk pc card hard drive amacom flipdisk utilizes unique patented flip pc card hinge mechanism folds away neatly compactly unit eliminating need arcserve workgroup edition computer associates arcserve workgroup edition backup software solution provides backup windows nt windows server unlimited number mcafee office mcafee mcafee office v combines youll need fix protect optimize secure pc single integrated utility mcafee office includes stylus photo xdpi bleed usb epson customers wondrous results superior photo quality images right edge color print offers quick continuous new ieee b compliant wireless gateway dlink dlink dip broadband ieee b compliant wireless gateway dip provides ability share broadband connection smartups apc smartups protects data supplying networkgrade battery backup power fails powerchuter plus software uninterruptible power supply wheel mouse light optomech ps dexxa try dexxa wheel mouse light normal mouse designed work applications support standard scrolling e inv mm x hz mprii viewsonic e series viewsonic affordable monitors available market today price performance leader viewsonic provides intelligent fireball gb eide ultraata lp rpm quantum hard drives highest performance desktop quantum fireball plus drives set new standard capacity performance acoustics reliability vssn inv mm x hz shortneck osd kds vssn represents revolutionary breakthrough balancing need larger display size decreasing desk space incorporating new inch web address  toll free fax email salesprovantagecom privacy policy terms conditions free catalog provantage corporation whipple ave nw north canton oh products prices terms conditions offers change time company andor product names generally trademarks registered trademarks respective companies promotional text copyrighted products manufacturer original advantage promotional email delivered customers provantage corporation provantage customers purchased products past submitted email address checkout process customers entered add email list box provantagecom home page customer unsubscribe list time going  email address permanently removed additional promotional electronic mailings reactivated unless requested customer bizrate customer certified gold site,0,Meeting Feedback,Support / Technical Issue
VaR numbers for the th,hi vince apologise did send following mail kirsteee forwarded kirstee hewittlonect enron europe kirstee hewitt andreasbarschkismgusacom cc bjorn hagelmannhouectect grant massonhouectect subject var numbers th hi andreas run var model th july attached zip file results total var cu position trouble getting hold thought summarised wanted talk thought ears rest basically wrt second point mail yesterday briefly discussed earlier fax sent explain risk calculation suggested use day period adjustment calculate risk case called capital risk var calculation model day holding period means risk factor reduced factor equal sqrt old risk factor std price movement new daily risk factor actually equates std approx day happy estimate vol annualized spot vol showing cu approx equates approx daily using new risk factor daily var cu positions var th approx figure estimated thing taking net numbers disregarding term structure price curvevol curve position curve collapsing factor model means difficult compare numbers hope helps explain number hopefully talk tomorrow,0,Meeting Feedback,Support / Technical Issue
Design of longterm contractual mechanism for California,available longterm contractual mechanism neogotiated work ask heard similar mechanism adopted australia new south wales colleagues australia main restructuring advisors nsw government details mechanism public domain documents available nsw treasury design properly possible form retail competition hedge moves customer big design issue australia looks like political fudge stymie development market years come seab email attachments thereto intended use addressees named contain legally privileged andor confidential information intended recipient email notified dissemination distribution copying email attachments thereto strictly prohibited received email error immediately notify permanently delete original copy email printout thereof seabron adamson frontier economics brattle square cambridge ma usa ph fax seabronadamsonfrontiereconomicscom ,0,Meeting Feedback,Support / Technical Issue
FU from Iris Mack MBAPhd to Enron,vince iris received error message sending ask forward currently living california forwarded toni grahamcorpenron iris mack irismmackhotmailcom pm vincentkaminskienroncom cc subject fu iris mack mbaphd enron dear dr kaminski lost contact contact ms graham regarding coming houston interview living london states spent months working dotcom internet opportunity interesting viable guess technology firm shake interviewing investment banks insurance companies enron interested having come interview let know proceed thank advance time consideration,0,Meeting Feedback,Support / Technical Issue
Benchmarking,forwarded vince j kaminskihouect pm azminabpetronascommy vkaminsectenroncom rexwbennettusaconococom gavinwatsonriskmetricscom jsahpmscom tomdoogscom cc azminabpetronascommy subject benchmarking gentlemen provide lcd projector overhaed projector short presentation regards disclaimer email files transmitted message intended use recipients named contain confidential information notified taking action reliance review retransmission dissemination distribution printing copying message thereof intended recipients strictly prohibited received message error delete message immediately advise sender return email opinions conclusions information message relate official business petronas group companies shall understood given endorsed petronas companies group embedded image moved file picpcx picpcx,0,Meeting Feedback,Support / Technical Issue
FINAL JANUARY NEEDS,forwarded chris germanyhouect pdrexelcolumbiaenergygroupcom dan junekhouectect chris germanyhouectect cc subject final january needs forwarded paul drexeliuscescolumbiagas kim novsek bizik morgan sharificescolumbiagascolumbiagas dale ray eastcescolumbiagascolumbiagas phil villagomezcescolumbiagascolumbiagas darren espeycescolumbiagascolumbiagas cc marianne stilescescolumbiagascolumbiagas joanne swoggercescolumbiagascolumbiagas noel bartlocescolumbiagascolumbiagas paul drexeliuscescolumbiagascolumbiagas subject final january needs volumes listed final volumes note deadline bug changed need peco volumes forwarded kim novsek bizikcescolumbiagas kim novsek bizik morgan sharificescolumbiagascolumbiagas dale ray eastcescolumbiagascolumbiagas phil villagomezcescolumbiagascolumbiagas darren espeycescolumbiagascolumbiagas cc marianne stilescescolumbiagascolumbiagas joanne swoggercescolumbiagascolumbiagas noel bartlocescolumbiagascolumbiagas paul drexeliuscescolumbiagascolumbiagas subject january needs good morning listed needs peco red anr tgt advise green just need activity number included nom deadline nom today lilco advise anr cge deliveries springboro dthday ldc nom deadline th note served tgt tetco bug dthday ldc nom deadline noon th ed dthday estimate ldc nom deadline pm th peco pa gas pseg dthday ldc nom deadline pm th etown dthday ldc nom deadline noon th njn dthday ldc nom deadline est th cng pa gas peco day problem flowing let know soon possible buy delivered gas pecos gate suppliers transco lilco dthday capacity release ldc nom deadline noon th pseg dthday ldc nom deadline pm th s jersey dthday transco nom enduser confirmed ldc deadline th piedmont dthday ldc nom deadline est nd just need activity number psnc dthday ces capacity release psnc supply psncs pool station pool texas gas dpl dthday ldc nom deadline est th cge dthday ldc nom deadline th note served tgt,0,Meeting Feedback,Support / Technical Issue
FW Bush Tax Cut,usually dont forward email messages en masse exception case issue compelling completing submitting responses attached survey quick straight forward hope moments consider attached tax survey respond according convictions,0,Meeting Feedback,Support / Technical Issue
UK Work Permits,discussed work permit issue uk agree need apply quickly possible especially brent usually takes weeks complete form quickly possible brent today great email tara rozen file friday permit april suggest arrive family permit approved jane,0,Meeting Feedback,Support / Technical Issue
Introducing the New Enron Business,feast eyes enron business cool colorful new look youll mailbox home online homeenroncom publications enron business volume youre houston extra copies plaza java lobby enron buildin g issue enron industrial markets invigorates old economy marketplace creating transparent trading systems paper pulp steel jeff skilling takes look tells expect gives intimate details lng promising option enron salutes th anniversary spindletop insider takes look gas trading books work told enrons new years resolutions enter word search win american express gift certificate dont dally deadline entries friday march got extreme hobby want know details start reading,0,Meeting Feedback,Support / Technical Issue
Your approval is requested,try open link error message saying authorized perform operation requests awaiting approval srrs icon desktop sorry information risk managementenron pm mark taylorhouectectenron cc subject approval requested let know trouble opening link thank information risk managementhouectenron cc subject approval requested requests awaiting approval information risk managementenron pm mark taylorhouectect cc subject approval requested informed srrs requests outstanding pending action approve reject decision srrs lotus notes desktop icon select requests awaiting approval option complete necessary action srrs request information seen request clicking resource display response enable srrs process continue eventual closure thank information risk management,0,Meeting Feedback,Support / Technical Issue
Revised Confirmation,attached revised draft option confirmation reflecting comments received anne morning attached marked unmarked copy discussed anne make conforming changes term sheet updates reflect couple additions option confirmation draft term sheet extent additions scope term sheet alicia l curry vinson elkins llp city tower fannin street houston texas phone fax licensed new york confidentiality notice information email confidential andor privileged email intended reviewed individual organization named intended recipient authorized representative intended recipient notified review dissemination copying email attachments information contained prohibited received email error immediately notify sender return email delete email thank privileged confidential contains attorneyclient communications andor attorney work product comparedoc option confirmation vdoc comparedoc option confirmation vdoc,0,Meeting Feedback,Support / Technical Issue
CPS BEAR Program,board bear sponsoring effort let janette elbertson know email interested donating time hel p staff table lobby monday december p thank help cps kids enron krbe sun ski sports collecting donations children s protective services resource bear program purchase gifts holiday season make donation receive coupon sun ski sports donations accepted enron building lobby tuesday december thursday december monday december pm eb krbe morning live antioch park come support cps bear collection monday december krbe morning shows streets america comes antioch park,0,Meeting Feedback,Support / Technical Issue
Four Good Management Lessons,getting paid si know feels like bujnoch original message murphy tim sent thursday december bump dan whitt mark subject fw good management lessons word dudes subject good management lessons lesson number crow sitting tree doing day small rabbit saw crow asked sit like daylong crow answered sure rabbit sat ground crow rested sudden fox appeared jumped rabbit ate management lesson sitting doing sitting high lesson number turkey chatting bull love able treesighed turkey havent got energy dont nibble droppings replied bull theyre packed nutrients turkey pecked lump dung actually gave strength reach branch tree day eating dung reached second branch finally fortnight proudly perched tree soon promptly spotted farmer shot turkey tree management lesson bullshit wont lesson number body parts wanted boss brain said boss control bodys responses functions feet said boss carry brain wants hands said boss work earn money went heart lungs eyes finally asshole spoke parts laughed idea asshole boss asshole went strike blocked refused work short time eyes crossed hands clenched feet twitched heart lungs began panic brain fevered eventually decided asshole boss motion passed parts did work boss just sat passed shit management lesson dont need brains boss asshole lesson number little bird flying south winter cold bird froze fell ground large field lying cow came dropped dung frozen bird lay pile cow dung began realize warm dung actually thawing lay warm happy soon began sing joy passing cat heard bird singing came investigate following sound cat discovered bird pile cow dung promptly dug ate management lessons drops shit enemy gets shit friend youre deep shit mouth shut email files transmitted elpaso corporation confidential intended solely use individual entity addressed received email error notify sender,0,Meeting Feedback,Support / Technical Issue
Dinner for Paula,forwarded vince j kaminskihouect pm marie thibautenron communications pm sent marie thibautenron communications ametzuswebckscom steve lovettenron communicationsenron communications richard weeksenron communicationsenron communications anthony mendshouazurixazurix vince j kaminskihouectect cc paula coreyenron communicationsenron communications subject dinner paula alaina richard vince tony elizabeth paula following directions paulas birthday dinner pm house saturday night th note hope directions somewhat clear read directions advised known fact marie thibaut absolutely sense direction directions house coming beltway northsam houston tollway exit tomball parkway n exit fm turn right stay approximately miles turn left wunderlich hour gym corner stay wunderlich come trophy club condos left street turn left condos press gate entrance continue left bears slightly right pass speed bumps come end street turn left unit right upstairs trouble directions directions house coming exit going west stay approximately miles turn right wunderlich come trophy club condos left street turn left condos press gate entrance continue left bears slightly right pass speed bumps come end street turn left unit right upstairs trouble directions,0,Meeting Feedback,Support / Technical Issue
FW EES Silicon Valley Power City of Santa Clara,just little noise field officesno need t hought aware little skirmish aders version differe nt says precluded mike lairds involvement receiving lot negativism ees concept thinks svp liked product offering opinion wholesale custo meropportunity chris calger original message dyer laird sentthursday july tomcdonald michael calger christopher f subjectees silicon valley power city santa clara mike chris received phone wayne ware silicon valley power svp thi s morning apparently ees met svp tuesday july th discuss t sale power services city targeted enduse customer s exclusive basis based waynes comments svp staffs response favorable ware offered following comments svp dismissed exclusivity element outset eess product perceived compete directly svps core competen cy provision fixed priced load followed product svp indicated tha t currently offers term years fixed priced load followed pow er customers according wayne mws svps load served way ware opined ees does understand svp does offers cu stomers svp perplexed given wayne truxillo ees rep worked svp set fixed price programs curre ntly place svp views eess offering wholesale product svp concerns eess reputation history california citing university california fiasco svp didnt think ees produc t received customers disturbing mike asked truxillo ader uld included meetings minimum given opportunit y talk customers ees excluded process mike indicated ader worried sabotage eess efforts tha t tell svp eess proposal wholesale product replicating s vps core competency delivering fixed priced load followed product mike somewhat heated discussion ader product o ffering ader characterized product retail basis wou ld sold customer time involved load following pr oduct sleeved svp actually sold svp resale t herefore wholesale product dismissed ader indicated ee s offering meter demand related services characterized product retail clear ees searc hing physical power sales offer meter solutions w ithout help involvement svp product offering corations removed physical power sale concern manage issue reacting ees s actions ugh laird,0,Meeting Feedback,Support / Technical Issue
wrong mids,look let know asap errol original message breslau craig sent thursday december pm mclaughlin jr errol cc chilkina elena subject wrong mids errol think discovered error elena valuing san diego gas electric position looks mid dec ngi socal actual index group pls look let know asap need value deal correctly unwind,0,Meeting Feedback,Support / Technical Issue
Invitation to present at Risks advanced stress testing course,jeanpierre sorry previous commitments days vince jeanpierre doggett jpdoggettriskwaterscom respond jeanpierre doggett jpdoggettriskwaterscom risk conferences jpdoggettriskcouk cc subject invitation present risks advanced stress testing course like invite present section risks course entitled practical application advanced stress testing held london february new york february recommended course research authority field delighted present sections available attached programme london sections new york sections market research indicates advanced stress testing highly interesting theme wide range senior quantitative analysts risk managers anticipate course technical practical nature assume high level knowledge delegates aims extend scope accepted practices new areas liquidity credit risk stress testing complement var methods introducing new risk measurement techniques applied integrated context contact soon possible indication section suitable current interests feel able participate occasion welcome speaker suggestions questions,0,Meeting Feedback,Support / Technical Issue
